Horas Jogadas,Idioma,Review,Recomendado,Votos Úteis,Data da Review
450,english,"The Vale is a bit of a rough gem, but fortunately it's worth is greater than the sum of its parts.

First off, this game is a pretty novel experience, relying entirely on the soundscape to drive its narrative, game play and action elements. For me, it's like playing a good ""Choice of... "" game (a series of choose your own adventure e-gamebooks) in that the minimalist graphics allow the player to invest in their imagination, which can bring the world more to life than some other standard games do. It also reminds me a bit of ""Unheard"", in that the player needs to focus intently on the soundscape for clues, again drawing the player further into the experience. For that alone, it's worth experiencing at least once.

The game isn't perfect, of course. The combat, while polished and enjoyable, can start to feel a bit repetitive towards the end of the game. Combat does have it's fun points, especially where you are presented new types of foes, having to listen to totally new audio cues, as well as adapt to new behaviour patterns. It's a pity that these weren't done more in the game. The bulk of combat eventually simplifies into a pattern of waiting to block, strike back, abandon combo strikes if needed to block multiple opponents, repeat. Despite the juicy options of throwing heavy strikes and casting magic, ultimately this is the dull but most effective way to proceed. There were also missed opportunities for the combat system to shine. For example, if the player could execute timed rhythm combo attacks, or precisely timed perfect blocks at the moment of an opponent's strike (in the style of Death's Gambit), that would entice and challenge players to play more skillfully and take more risks. 

Magic is, likewise, a bit lackluster. Despite how much the game emphasizes your character's skill in magic, magic basically boils down to one AoE and one critical chance modifier, both of which end up not changing the routine combat pattern at all. Again there is a missed opportunity here to do creative stuff like raise a rock wall to protect one side (a character was shown to be able to bring down a mountain avalanche), cast darkness or blinding light (so that, as a seasoned blind fighter, you gain a huge upper hand as your opponents flail blindly), an adrenaline rush type skill to remove endurance drain, or some kind of super sensory focus to filter out distracting background noises (the chaos of the soundscape in a full on melee fight between armies at the end part of the game was terrifying and exhilarating at the same time). These are merely ideas that feed directly into the game's combat system, and already they are much more varied than what the game has.

Story-wise, the game is ok. This is more of an audio book and less of an RPG, in that there are very few times you get to make a decision in the game, and these decisions basically boil down to taking path A over B, with the only consequence being fighting different groups of enemies. The story doesn't change. There's also no time limit or consequences to side quests, so the logical thing to do is to take on all side quests. It would have been nice to have certain side quests conflict with each other, or have lasting tangible consequences. Over time you stop paying attention to your companion's pleas to think about your own safety too, which doesn't help with story immersion.

Despite these imperfections, the game is great to experience at least once, and still highly recommended!",TRUE,0,2023-09-25 15:34:44
385,english,"A wonderful little game with a very unique mechanic. The story is simple but effective, and the gameplay is very innovative, relying mostly on you hearing in which direction the ennemies are coming. The blindness mechanic works extremely well and really makes you use your imagination to picture the world.

The game is really good and short but it doesn't overstay its welcome.",TRUE,0,2023-04-10 07:31:06
1040,english,"Played this game like 3 times, it's just great. I love the way combat works. The story itself is not my cup of tea but that doesn't change the fact i've enjoyed the game.",TRUE,0,2023-03-28 07:21:18
680,english,"I originally bought this thinking ""we should support projects like this"" but not sure if I'd play it. When I got around to it, it was a really wonderful experience. I found this a perfect fit for the Steam Deck with good bluetooth ear buds, and I played it at night either in a dark room or in bed, like an interactive audio book. I always kept my eyes shut, imagining the scenes around me, which are quite varied and immerse you in 3D sound.... well, 2D I guess since I don't think there's much above and below you, but plenty in front, left, right etc., and with a lot of fun side quests.

Combat is interesting and a bit overwhelming; I was fine against one enemy but had to mostly dial it down to [b]casual[/b] (""[i]how embarrassing! I play Sniper Elite 5 on authentic[/i]"") after losing the multi-enemy fights about twenty times each on [b]normal[/b] difficulty. I think I never really got to grips with that and would have liked some sort of save system where I could now replay at least some of the game and retry the fights after finishing the game once. I think the repeated combat is how I turned ""5.5 hrs play time"" into my 11 hrs.

Aside from the lack of save points (which might be too hard to do with audio-only) I'd personally have liked a bit more narration to move it [i]slightly[/i] more toward an interactive audio book. I never got tired of hearing the wonderful lady say ""Falling Squirrel and Creative Bytes present..."" (by the way that's not a spoiler, there are [b]no falling squirrels[/b] in the game although there is [spoiler]a dog you can pet[/spoiler]).

Like other reviewers, I wish there were more games like this, It's a genre I'd keep going back to. Thank you, developers.",TRUE,0,2023-02-28 21:57:20
514,english,"Fantastic game. It's a short narrative experience with deeper mechanics then you would first think. Take about 7-9h to play and is best played with headphones, gamepad and closed eyes. It is a game the is unlike any other as such it execute on it's intension perfectly. Absolutely recommend to try it.",TRUE,0,2023-02-24 11:49:37
413,english,"Great game.
Your character is blind and the game is built around that factor, whether it's navigating the area, fighting or searching for an item. Sound is great and after a while you get used to rely only on it to play.",TRUE,0,2023-01-17 10:42:51
418,english,"1.Unique game where you depend on your ""Sense of Hearing"" to play.
2.Story Rich + Medieval
3.Takes less than 10 hours to finish this game.(main story + extra)
4.Absolutely Worth buying and playing.",TRUE,0,2023-01-02 22:53:31
627,english,"This game is extremely underrated. I don't know if actual blind people can play it, probably due to lack of experience with gaming in general, but while playing this game I was wearing a blindfold myself, and I knew exactly everything that was going on due to the sound design, which is so well made. It actually feels like I am there, all the sounds and noises around me and the very detailed stepping and people speaking in my ears. The combat is specially made in order to convey everything that is going on, and it does so very clearly. I so am glad I've played this game.",TRUE,0,2022-12-31 14:17:55
4523,english,"This game is an excellently rendered audiogame. It has a diverse cast of characters and a fairly diverse cast of actors. Furthermore, it would not be too difficult for someone to pick up and play, even if that person has never played audiogames before. The combats are stationery, but there are also realtime walkabout sections as well. The choices while playing are a little limited, but in general, they are meaningful to the story. Other than some simple ""where should we go"" style choices, you are also in charge of what weapon, shield, and armor you wear. There are honest tradeoffs here: will you be a slow, heavily armored fighter who bashes through everything? Will you be a lightly armed flash who sneaks about and attacks with speed? The story won't change very much from playthrough to playthrough, but your choices do effect the style of combat you take, the risks you take, and some of the interactions you have. Overall, it's a well done game that, while a little shorter than I'd like, offers hours of entertainment.",TRUE,0,2022-12-28 19:52:53
518,english,"The game was a fun experience, my advice is to play with an eye-mask/a blind-fold if you are sighted, it helps to get more immersed and to listen to the audio queues.

The story, while pretty simple was enjoyable, and the gameplay was fun.

The game is entirely in first person, and works by sections: you travel to a village and have stealth/combat/story moments during this travel.
Then you arrive to a village, and have a number of sidequests to do and equipment to buy.

There are two different gameplay sequences:
- The ones where you are moving your character while locating yourself with sound cues, these can be stealth sections, more action oriented, or when you are moving around in a village
- The ones where you are fighting, you will have to fight using your ears in front/on the left/on the right. Your character doesn't move during these sections and everything is done with the two sticks (on xbox controller).

A few critics:
- It didn't happen often, but there was two times where the auto-save system made me miss side-quests because I didn't understand it would make the game go to the next ""chapter"". Most of the time you can cancel a side-quest and go back to it later.
- Some game mechanics where not very clear even after the tutorial, and it took me some time to understand them.",TRUE,0,2022-12-28 14:30:41
380,english,"Audio based RPG. i love it and I don't even like RPG.
The fighting kept evolving which opened up for some new strategies for battling, Being able to freely walk around in the villages and find your way by walking towards specifick sounds was a cool touch. The story was creative and kept my interest and the characters were easy to connect with. 

It took me about 6 hours to play through and I tried to play through all quests but I must have missed some since I didn't get the award.

If this is your first audio game and you are on the fence I recommend to try out the demo. That's what I did. Would've been nice if the save from the demo was carried over to the full game, but I can't really complain since most games out there on Steam don't even have demos.

I also recommend to checkout Blind Drive, It's the only other audio game I have finished so far but both were good. I will continue to explore more games in my newly found genre of audio only.",TRUE,0,2022-12-03 00:36:12
736,english,"I am not one to write a review, and this game is very short (12 hours played, including ""deaths"").  However, this is one game I can absolutely 100% recommend people give a try (especially us old gamers that are looking for something to scratch that itch that modern games just can't scratch).  It's unique to say the same, but the mechanics are very similar to old school games where the boss flashes before attacking.  You'll have the added bonus that you can claim that you can beat a game with your eyes literally closed (like I did, lol).",TRUE,0,2022-11-18 07:36:49
8,english,"I really like this game and find the fact i can play it with my eyes closed both unique and enjoyable.  The mechanics are easy to pick up and the story engaging.  You cant see much of anything so its a bit disordinating at first.  If your curious about the game just try the demo, and developers please make more in this vein.",TRUE,0,2022-10-24 20:46:56
437,english,"This game is absolutely fantastic. It's designed to be played without visuals so all of the effort went into execution and the devs created something amazing. The story is very well written, I was immediately invested in the characters; This was greatly helped by the STELLAR voice acting and atmospheric music. I suppose it goes without saying that a game designed to be played with your ears is going to have good audio, but you never really recognize good voice acting until you've played a game like this where it shines so brightly that other games just can't compare anymore.
I picked this up because I thought it was an interesting gimmick but now I'm just well-satisfied having played such a cool, unique, and well made game. Devs like this who put their heart into making truly quality content for people who can't engage with mainstream media deserve all the love.",TRUE,0,2022-09-24 01:09:23
927,english,"The Vale is an awesome game. I’m not blind, but it was a great experience, and actually exactly what i was searching for. I don’t like very stressful games, so it was incredible here to play laying on my bed like I was sleeping. The story is quite short but interesting and very good told (I mean i was crying when she was crying). I really want more games like this, it’s absolutely my type of game and I love it.",TRUE,0,2022-09-20 16:12:26
589,english,"Looking at the store page, this might seem like a gimmick game with no substance. A one-trick pony where it just plays around with a few things related to blindness and then ends.

This is not the case. The Vale is a fully featured RPG with a better story than some AAA games can conjure. Intense moments, mechanics with actual depth, likable characters with good voice acting, and a system that you can actually be good at.

The Vale is absolutely worth the pricetag, and worth considering if you're just looking for a good RPG to play through even if you don't consider its unique accessibility. Like the people it was made for, The Vale is not defined by its disability, but it's strengths.",TRUE,0,2022-09-20 13:12:06
25,english,"I played this a lot more on another platform. Got it here as well.
Very Immersive and Creative game.
Helped me appreciate if eve a little how hard basic things are to do when the ability of sight is taken away from you.
Definitely support this studio.",TRUE,0,2022-09-17 10:33:11
350,english,"This game is a must buy for someone that wants a great relaxing game, There are visuals but mostly for menus and weapon stats but you get so much more out of the game by playing it blindfolded or with your eyes closed, you really get a sense of what the developer was going for.
Great game would recommend

Edit: Just completed the game, absolutely brilliant game some of the dialogue was very emotional and thought provoking the Dev's did a brilliant job",TRUE,0,2022-09-12 00:31:28
310,english,"Got to a village and stumbled around blindly for 40 minutes trying to find the bread guy yelling ""two loaves for a copper"" only to realize it was just a disembodied voice-line with no interactable source.  After all that pointless wandering, the village's several incessant repeating lines are etched into my heart and I've gained a distaste for humanity that I'll be taking out on every possible combat until the end of the game.  10/10 simulation of literal blind rage.",TRUE,0,2022-09-08 23:32:06
528,english,"Unique experience. Its a very immersive game with surprisingly dynamic combat. The voice acting is superb, although I do think giving more options in the sound options would be a good idea, although that could alter the difficulty in negative ways. Also subtitles. 

Highly recommend if only for the experience",TRUE,0,2022-07-17 20:03:59
376,english,"- This is the happiest I've ever been with the voice acting in a game.
- The story is great, and got me invested in the world.
- The audio is well designed and extremely immersive.
- The mechanics are fun, and the combat was enjoyable.

If you are a fan of RPGs and are down to try out an audio-only game, this is a must play. I hope to play more games like it in the future, in a variety of settings.",TRUE,0,2022-02-14 04:12:53
891,english,"This is a welcome, little, audio-only adventure RPG, even if a little underdeveloped and not reaching its full potential. I still recommend playing it just for the very rare experience of a well made audio-only game. 8/10. Add a point if you're visually impaired...

The combat is quite simplistic. You're just waiting for the right audio cue and rely on quick reflexes to press the correct button, but it's working and frankly is a quite refreshing change. Given the short game length of < 10 hrs it doesn't have much chance to get tiring, but also doesn't have enough depth to sustain a longer title. You have a little bit of freedom roaming through village centers following audio cues to points of interest. Unfortunately, it all seems to be awfully similar and predictable nearing the end of the game. The Vale features a very bare-bones equipment&gear system, in which you can buy better weapons and armor, but if I'm being honest it's very superficial and doesn't add much to the experience.

While the game has a couple of twists, there's nothing groundbreaking waiting for you. Expect a little bit of medieval fantasy with an underdeveloped lore of a ""Fey realm"" squabbles. Some side quests feel tacked on - living up to their name, not having much consequence on the world or having a lot of exposition. That's the price you pay for playing an RPG game with such a short playtime.
You don't have any dialogue trees in this game, however you may still be grasping at straws if your English is not very good, as the characters speak in very strong accents making it sometimes hard to decipher what are they saying. Sadly this game doesn't have subtitles to help you with that.",TRUE,0,2022-01-30 21:15:07
370,english,This game is fantastic. Wholeheartedly recommend this to any one who enjoys old school RPGs and want to be immersed in a fantasy world. Atmospheric doesn't even begin to cover it.,TRUE,0,2022-01-29 00:55:33
328,english,"This game is a very different experience. You can't see anything and you have to rely on sound to do anything. The game hinges on sound design, and it knocks it out of the park. The sound of water rushing, the way chainmetal rubs against itself as its owner moves, music of the tavern growing warmer with every step you take. Put on a sleeping mask or a blindfold, and you can feel yourself inside this sightless world.

But this would've worn its welcome if not for the game's engaging story, and it kept excited to discover what lies ahead, completely integrating the protagonists's blindness into the narrative, and doesn't overstay it's welcome.

It's a very good game, and I'm certain it's very enjoyable for people regardless of their vision.",TRUE,0,2022-01-19 13:02:07
805,english,"Great story, straightforward controls, and innovative gaming style.  Just make sure to wear headphones that you can tell the difference between left and right audio.",TRUE,0,2022-01-15 18:36:01
1102,english,"[i]This review contains minor spoilers, such as when you receive certain abilities.[/i]

Superbly unique in concept, [i]The Vale: Shadow of the Crown[/i] stood out to me as a very interesting title. I was so intrigued and curious, in fact, that I ended up buying the game, installing it, and started playing it all in the very same evening. As someone who's normally got an exceedingly long process from discovery of a title to sitting down and playing it, this is unheard of. 

Happily, I was not let down. It was interesting to explore how this type of game differs from more typical games, as well as how playing video games might be experienced by sight-impaired individuals. I almost exclusively played through the game wearing a blindfold, although that is not necessary.

Gameplay-wise, the controls can take some time to get used to, but feel satisfying once one pulls them off. The difficulty is too uneven, especially comparing early and late game (I played on normal), spiking somewhere along the way. The different types of weapons seem at first to suggest that experimenting with different combat strategies is encouraged, but the actual fights one ends up in often require one strategy over any other, and so there is little room for experimentation in practice. In several towns the smith has also only got one weapon for sale, further locking one out from experimentation. The magic mechanic seems largely pointless: you unlock the ability not long before the end, and so there are few opportunities to use it, explore it, and level it up. (I don't know the extent to which any of these things apply to any of the other difficulties than normal.)

At times it was difficult to keep up with what was going on, making me confused as to what was happening, or had just happened. For example, at one point I had to infer after the fact that someone had probably succumbed in the confrontation I had just lived through. It could very well be argued that this is just how it is for people who rely in most part on their hearing for outside information, however.

The story seems simple at first, but is nevertheless enjoyable. However, it abruptly gets rather involving towards the end, and I couldn't help but feel more invested. It would've been nice to have that happen earlier, and not shortly before it is all over.

The sound design is magnificent, though it needs to be for this kind of game to work well. Paired with the nice voice work and 3D audio, it certainly makes for an immersive world, which has a massive impact on the enjoyment of a game like this.

What I enjoyed perhaps most of all was learning to take in information to make my decisions based on sound, instead of sight, by relying on audio cues to determine where the enemy is, and how they will attack. That certainly makes for a positively unique experience, and I am sure to come back for more.

[b]Verdict:[/b] 7-/10",TRUE,0,2022-01-14 12:11:58
863,english,"This game, were do I even start.

This Game had me crying, the mechanics are amazing, the fighting works well (even with bad headphones) and the story had me feel all emotions, happyness, anger, sadness etc..
I tried to guess what the story is about from what you hear in the first part, i tried to guess plotpoints, I could only guess 1 of many parts in the story. The story is easy to follow and just a masterpice with trust and decision making.
This game will have a place in my heart for sure, I only wish you would hear a bit more of what happens at the end, to your friends, the citys and the people you helped.

If you can speak english, buy it, you will not regret it.",TRUE,0,2022-01-11 16:51:56
386,english,"The Vale was one of the best RPGs I have played in recent memory. Its unique style of replacing visuals with a purely sound-based experience is extremely refreshing in an ocean of other titles which follow the same formula time and again. 

In terms of mechanics, the use of directional sound has you sneaking past enemies, aiming a bow towards the source of a noise, and blocking and trading blows with enemies from different directions. You learn to listen out for the creak of armour as an enemy changes position, the rush of footsteps as they charge towards you, arrows whistling through the air towards you. It truly is an experience like no other. For these systems to work the best it is highly recommended to use a quality pair of headphones so you can get a full sense of the directional sound, and a controller makes combat thoroughly enjoyable and gripping.

These systems are carried through by a strong narrative and decent world building, with characters showing satisfying depth and quality through stellar voice acting. In short, just get the dang game :P",TRUE,0,2022-01-10 21:42:27
465,english,"A must experience type of game. I am not blind but I did blindfold myself after pressing start game on steam and it only enhanced the game for me. Sooooo worth the 20 dollars.  It is like a playable audiobook and for someone who cant look at screens for long it is perfect. Honestly, just wish there was more to this game, sequel, dlc, anything. I would play the hell out of it. A truly amazing experience. 9.9/10 (only because there wasnt more to play)",TRUE,0,2022-01-09 05:40:29
495,english,"It was a wonderful experience playing through this game, and it deserves far more attention than it has gotten. I can truly recommend it to just about anyone, and I'll be watching Falling Squirrel's career with great interest.",TRUE,0,2022-01-04 00:25:20
470,english,"A great game story and game-play wise, and a great example of a game that can be played without sight.",TRUE,0,2022-01-02 19:15:50
552,english,"I was dubious at first, because you can't see anything in game and it seemed silly to play something with your eyes closed, but the reviews were so positive, I found myself curious enough to try it.

This game is actually quite incredible. The story and voice acting is amazing, and I found myself drawn in from the very beginning. The biggest surprise came from the fact that the gameplay was actually very fun! I enjoyed myself from start to finish. There's a very reasonable learning curve, and it was never too difficult (or too easy) thanks to just the right amount of tutorial sprinkled throughout what was going on.

The plot was intriguing, and it kept developing the further I went along. The characters are all unique and grow on you over time and make you care. Even the side quests never feel dull or like a waste of time.

I used a sleep mask over my eyes and played with headphones and a controller, and the immersion was completely worth it. This was a truly unique experience, and I would absolutely purchase a sequel if one ever came out. Don't even wait for a sale -- this game is worth full price.",TRUE,0,2022-01-02 16:46:01
310,english,"This was a really unique experience and thoughtfully designed around its concept. The voice acting and sound design are top notch as you might hope for in an audio-centered game. The script is very well written and, as someone not super into the fantasy genre, engaging and memorable without becoming overwhelmingly trope-y and the length feels just right. 

The quests, tutorials, and dialogue scenes are thoughtfully cut into short segments and the gameplay is kept simple in all regards, almost too simple at times although it would likely become confusing with much more going on (and in a few scenes it can overload you a bit with audio information). Combat is basically a slightly more complex whack-a-mole but it is quite impressive that it works as well as it does.

I find this to be a nice compliment to a game like Return of the Obra Dinn that is also about listening carefully but in a more puzzle focused way, in contrast to the action adventure focus in this, and while Obra Dinn has a distinct visual style as well, this offers a complete immersive audio experience that by the end had really engaged my imagination in a way I've not experienced in a game before (but have in narrative podcasts).",TRUE,0,2022-01-02 04:02:17
7364,english,Overall I must say great game! I loved the story line and most of all how it allows the player to make important choices. Must have for any true gamer rather your blind or not!,TRUE,0,2021-12-28 11:24:35
161,english,"the voice acting, music, and sound design is spot on. its easy to get immersed into the game.",TRUE,0,2021-12-27 12:42:27
350,english,"A nice game that was unfortunately short, hope for a sequel. It was well tuned, and funny. Nice story.",TRUE,0,2021-12-27 02:34:38
399,english,"Not a very long but memorable game, first time I played an audio only game and i must say its is really great and relaxing, it's like listening to an audiobook I played while in bed in the dark and it was really immersive. The story was good, the voice acting top notch and it has very interesting mechanics and controls. I played almost all sidequests and the game took about 6 hours, this seems short but it feels much longer, it is all real content with no collectables or grind, just story and great sidequests. I don't think it should have been longer than it is, maybe alternate endings depending on the relationship with the sheaperd would have been nice. i'd say worth full price, hope to find more games like this",TRUE,0,2021-12-26 23:08:59
75,english,"Pros: A wholly unique video game experience that is playable entirely without the need of vision. Great voice acting and sound effects all around. I am very interested in Radio Theater and this game is fascinating as a concept.
The Vale is also surprisingly strong narratively, and the choice to make the main character blind makes perfect sense. A lot of the audio devices/narrative tricks used to describe flashbacks, and death/respawns are really smart. Example: If she dies in battle, it sounds like she passes out, only to wake up suddenly, saying she had a premonition of the threat ahead (it was only a dream when she died), and the game then offers you a choice to try that again or go a different way, because of your foreknowledge.

Cons: The gameplay is fairly limited, due to the constraints of the medium. At its best, it feels like a proof of concept of what could be an entire genre of games. 
If something like Oculus Rift were leveraged, it would greatly improve the game by allowing you to turn your head towards sounds and swing your arms. The greatest weakness of The Vale is that stereo sound can only offer so much, and the developers chose to only present sounds in front of and to either side of the player, never behind (because behind sound exactly like in front). Even so, what the game manages to offer is surprisingly engaging considering it is entirely audio based. This is an rpg complete with movement, combat, and equipment management all done without any visuals at all. All menus can also be navigated without sight.

If you want a very unique and interesting concept for a video game, and especially if you have any interest in games accessible for vision impaired people, definitely check this game out.",TRUE,0,2021-12-26 03:11:51
619,english,"Absolutely flawless deliveries and game design, this is the staple of games do not need to look pretty to be good, the particles moving at faster speeds when you are running and going when falling just gives that extra bit of immersion most games don't have, I am glad I had to experience this game, worth every buck even deo I could have gotten something else that had much more replay ability, I still choose this, the sheer effort and detail put into this game by such a small team is incredible. HIGHLY RECOMMENDED",TRUE,0,2021-12-25 23:21:59
395,english,"If you're you're big on game play and graphics, this isn't the game for you. But if you're into narrative experiences, unique mechanics, and amazing voice acting, you will love this game. I can not recommend this enough. It's a beautiful game and a perfect length.",TRUE,0,2021-12-25 00:49:46
378,english,"In my opinion a flawless execution of an interesting and novel concept. Really fun and engaging story, brought alive by excellent voice acting and audio design.",TRUE,0,2021-12-24 15:11:38
567,english,"The Vale is easily one of my favorite games ive ever played. It nails core mechanics and its long enough the story doesn't overstay its welcome. I'd play a second one if they made it. 

Great story Great Gameplay plus dog 10/10",TRUE,0,2021-12-24 01:42:20
91,english,"I'd recommend usage of headphones. The combat system is straightforward, the story is interesting, and the voice acting is great. The sound stage is well-done and obvious (as it should be)",TRUE,0,2021-12-11 22:24:36
357,english,"A [b]wonderful[/b] game, one that I thoroughly enjoyed and got my blood pumping.

It is not often that I get to experience a game from such a unique angle, having one of my primary senses rendered useless. However, The Vale pulls it off fantastically via its beautiful soundscape, wonderful voice acting, and surprising story.

It's easy to recommend this game to anyone willing to give it a try, either for the story itself or to gain some insight into how accessible games [i]can[/i] be for the visually impaired.",TRUE,2,2023-01-25 22:20:18
576,english,"This is a very unique title and I will start this review by applauding the concept!
If more games like this gets developed and expanded upon, I'll be slightly less panicked by the thought of loosing my sight one day..

But I think there are things to improve on:

I feel like the difficulty is too low at first; those super slow charge-up roars, like every enemy is doing a Frostie's commercial, it felt almost condescending. Of course, later on, when a thousand things are happening at once, they're a welcome variety, but I feel like they should learn pretty quickly to not use such an over-telegraphed attack? But maybe that's just a necessary narrative compromise for the game to exist, like the fact that we're never attacked from behind...
But I'm not blind, so I've been playing all these other games with a variety of telegraphing-difficulty - so I don't know that it's a fair comparison against a blind person, whom I assume this game is meant for??
I just feel like the sound design could be made sharper, I guess. More distinct sounds and less clutter.

I'm really glad I'm not blind though, when purchasing items in this game! Going through the stats on gear, with my eyes closed, is a merciless process at first, trying to remember all the details..
I also find it tedious to listen to the narrator's help comments every time I need to choose quests or being told how to accept whatever, using my spacebar - being blind is not equal to being imbecile, I CAN remember simple functions. So maybe wait a little longer before reminding me of the same mechanics, over and over again? Or establish a help button to press when needed. I mean, when speech and sound are the only things the player relies on, maybe avoid wearing me down with them..
On the other hand, if I zoned out during a side-quest briefing, I'm screwed, since there's no way to have them repeat the issue at hand..

The baker fight was super difficult, mainly because the kid does this fireball combo from each side in very quick succession (how that works, I've no clue! I can clearly hear him growl to my far right, how does he hit my left side, without moving??), which, in order to block, you have to know that the shield actually lingers in a position even though you've started blocking the other direction. This took me many attempts to figure out, since there's no lesson to be taught about it. I really feel like it's a bullshit mechanic, compared to the rest of the game!

Some narrative stuff; Shepherd being pessimistic about every side-quest I wanna do, felt kinda bad. The achievements completely disagrees with him, at least, and even though the story might have a reason for him to have been like this in the end, I feel like I have to decide against the narrative to explore and see everything the game offers. It rubbed me the wrong way..
I think it's awkward if games like this can only be about the player character being blind. It's an obvious story, and they handled it well, but I'm sure this doesn't have to be the case in a game like this. - just a thought..

Last little thing; I didn't care for the pop-piano filler in the beginning - it felt really out of place compared to the rest of the soundtrack.",TRUE,2,2021-10-30 14:59:09
442,english,"Finally, a game I can finish with my eyes closed.


[spoiler] Also, feck Finn [/spoiler]",TRUE,3,2022-12-27 07:12:46
357,english,"I don't even know where to begin with this; incredible doesn't even begin to describe it. Buy the game right now, twenty dollars is nothing for this exquisite masterpiece as not only is it a downright amazing game but it also supports an incredibly niche group of developers creating games for the sensory impaired.

The gameplay is varied and in depth, there is more than combat and combat itself is nuanced and tactical. The world in the 5-8 hours you may be in it feel alive and the characters are more emotive and real then any other game I've ever played; never before have I shed tears for the tutorial narrator. I have never felt true helplessness or doubt while playing a game; I've always known that it was something that I could just quit out of, but with my eyes closed and Shepard and my ears my only guides and what felt like a hopeless situation ahead, I felt true dread.

I don't know how many other ways I can say this: buy this game, now!",TRUE,3,2021-12-23 06:48:35
256,english,Beautiful. Different. I love the fact that this game can be enjoyed by both those with sight and those without. I just close my eyes and let the story unfold. Definitely worth every penny! If you are looking for something that is both different and yet still enthralling - buckle up buttercup - The Vale is a game worth playing. Step out of your comfort zone and into something new and captivating. I cannot stop recommending it to my friends.,TRUE,0,2021-09-24 07:17:21
362,english,A solid short RPG that is carried by its voice cast and sound design. Not another game like it.,TRUE,2,2022-09-26 07:33:38
435,english,"A beautiful game. It is short with 100% taking me 7 hours, but it is executed perfectly and well worth it. The story is engaging, the sound design marvelous and the gameplay simple but fun. It really encourages you to listen, whether in navigation, combat, or dialogue. Overall the novelty adds to the quality, but the game doesn't solely rely on it.

10/10 I really recommend it.",TRUE,0,2023-12-30 22:43:23
373,english,"As someone who has had terrible vision my whole life, this game really spoke to me. It's one thing for characters like Daredevil or Toph to technically be blind but basically have magic vision, and quite another to have an actual blind character who has to deal with the reality of that situation.

The story and gameplay on offer here are fine. Nothing exceptional. But, as a cool experiment in game design and as an actually good piece of blind representation, this game gets a big thumbs up.",TRUE,0,2023-11-19 02:34:52
1592,english,"Amazing game, story, and team behind the game. Loved the side missions, and the small story's that played along with the grand story. Hope to see a squeal or follow up game to the story. I would personally suggest game if you are not sure, don't be discouraged because of the lack of graphics. I personally loved the subtle background music played around the game. I could suggest minor additions to the game, but I think this game is an untouched gem.                          Sk",TRUE,1,2022-11-27 03:22:44
1313,english,"„the Vale, Shadow of the crown” is a verry good game for the people with visual Impaired or for the blind gamers.",TRUE,1,2022-11-02 16:52:44
1101,english,"Great game immersive story, compelling characters and enjoyable game play.  Play as a blind hero on their quest to return home.  Make new friends, find out ancient secrets while slaying enemies that stand in your way.

",TRUE,8,2021-08-19 14:37:40
380,english,Best graphics in a game. Only your imagination is the limit,TRUE,3,2022-03-25 20:59:05
533,english,"Bought a new computer just to run this on the highest settings.

Joking aside, this is an amazing game. I have a terrible imagination but being able to ""walk"" around in the game actually helped with picturing this world in my mind.",TRUE,0,2021-12-29 01:04:02
1146,english,"I LOVE THIS GAME! It has such an uncommon play style and its just a beautiful game, you are forced to rely on your hearing in a way that few games do!",TRUE,0,2024-03-02 20:31:36
411,english,"I'm of sight, and would like to say the game was amazing. My only complaint is that there's not more to play. It had me hooked from start to finish.",TRUE,0,2023-11-30 20:08:45
421,english,"One of a kind experience, I seriously love the ideas and their execution. This is a must play.",TRUE,0,2023-11-19 19:13:04
376,english,Somehow someway the game where I wore a blindfold the whole time and was completely audio-based was actually pretty damn good,TRUE,0,2023-11-06 22:19:53
481,english,Amazing story. Hopefully they make a sequel to this or at least a spiritual successor to it.,TRUE,0,2022-11-30 20:22:20
527,english,Really fun and innovative game. The story is pretty good and sounds/voices are amazing.,TRUE,0,2022-09-26 18:41:56
658,english,"I Highly recommend this game to anyone who enjoys reading books or audiobooks. Very thrilling, a 10 out of 10 for this game.

Step into the shoes of a blind princess and fight/travel your way home to your brother the king and discover who you really are.",TRUE,0,2022-01-02 19:33:29
223,english,"This game has certainly been a unique experience, 8/10 at least!
I highly recommend this to everyone.",TRUE,0,2022-01-02 09:36:59
149,english,"Really interesting game that manages to pull off exactly what it wanted to be. Since the whole game is portrayed in audio they leaned in so much on its quality, it is bafflingly good! The cues, the backgrounds, the story, and best of all the characters are done at the highest level of quality. Love it all! If you want to try something new and be more immersed in a video game than you ever have, get this game.",TRUE,0,2021-12-30 04:31:26
603,english,"A perfectly made game for what it is. It has about six hours of story, and I'd very much like to see a sequel or other games made like this.",TRUE,0,2021-12-29 15:49:40
30,english,"Holy shit, this game rules! It's super fun and the voice acting is REALLY GOOD! I highly recommend it.",TRUE,0,2021-12-27 08:29:21
372,english,"an incredible, immersive and interesting experience. grab some good headphones and close your eyes or put on a blindfold if you can. can get a little chaotic in fights determining direction but overall it's challenging without being frustrating.",TRUE,0,2021-12-12 02:20:39
112,english,An interactive first-person audiobook. Close your eyes and enjoy. Please make more of these.,TRUE,5,2022-03-23 04:21:44
27,english,I didn't like how it feels. I played for 90 minutes. I doubt it gets better later. Super cool idea though. This could be really fun if done right.,FALSE,4,2022-10-27 08:14:35
1007,english,"Very cool game, even though i'm not blind i find myself immersed in every little thing about the game. Truly amazing.",TRUE,0,2022-05-10 08:06:16
